"","x"
"4223","cg20948757"
"4224","cg17412405"
"4225","cg14470895"
"4226","cg20718679"
"4227","cg07224726"
"4228","cg00557236"
"4229","cg09793594"
"4230","cg25633114"
"4231","cg26084796"
"4232","cg22003366"
"4233","cg01256539"
"4234","cg14670213"
"4235","cg08431704"
"4236","cg11560600"
"4237","cg23421262"
"4238","cg17591829"
"4239","cg26220033"
"4240","cg09508531"
"4241","cg19157243"
"4242","cg02081006"
"4243","cg23289079"
"4244","cg00129563"
"4245","cg01196322"
"4246","cg17294620"
"4247","cg26429763"
"4248","cg08702413"
"4249","cg22183605"
"4250","cg09453752"
"4251","cg18710053"
"4252","cg03721362"
"4253","cg12152315"
"4254","cg25462716"
"4255","cg14748160"
"4256","cg01939274"
"4257","cg10821115"
"4258","cg26355399"
"4259","cg17367996"
"4260","cg00628877"
"4261","cg03331468"
"4262","cg01803514"
"4263","cg06647332"
"4264","cg23176873"
"4265","cg13654253"
"4266","cg21911579"
"4267","cg24060327"
"4268","cg23475112"
"4269","cg17754909"
"4270","cg15421363"
"4271","cg15889838"
"4272","cg01888767"
"4273","cg23378989"
"4274","cg13566430"
"4275","cg11798521"
"4276","cg11294011"
"4277","cg06621659"
"4278","cg27300397"
"4279","cg11299854"
"4280","cg11322797"
"4281","cg24676534"
"4282","cg07697006"
"4283","cg01907658"
"4284","cg02082720"
"4285","cg23946014"
"4286","cg23958118"
"4287","cg10914727"
"4288","cg09744995"
"4289","cg24093411"
"4290","cg02622032"
"4291","cg13583085"
"4292","cg19780570"
"4293","cg27024654"
"4294","cg18260973"
"4295","cg07492251"
"4296","cg09091443"
"4297","cg06933574"
"4298","cg03827835"
"4299","cg04612169"
"4300","cg11291003"
"4301","cg00078940"
"4302","cg01889143"
"4303","cg16104139"
"4304","cg07035503"
"4305","cg00584238"
"4306","cg17472800"
"4307","cg11482794"
"4308","cg26328633"
"4309","cg07461274"
"4310","cg23409403"
"4311","cg05480370"
"4312","cg15933130"
"4313","cg07523741"
"4314","cg14708076"
"4315","cg12519992"
"4316","cg10909732"
"4317","cg15547624"
"4318","cg07389500"
"4319","cg23029363"
"4320","cg02579022"
"4321","cg06975686"
"4322","cg13007349"
"4323","cg18036888"
"4324","cg13985234"
"4325","cg01213128"
"4326","cg17465930"
"4327","cg07626339"
"4328","cg00955682"
"4329","cg08719608"
"4330","cg23528982"
"4331","cg06959626"
"4332","cg25006254"
"4333","cg04597532"
"4334","cg13331011"
"4335","cg15022039"
"4336","cg16688031"
"4337","cg10642240"
"4338","cg19483940"
"4339","cg05200057"
"4340","cg03317235"
"4341","cg10586082"
"4342","cg05940881"
"4343","cg21565353"
"4344","cg11892243"
"4345","cg04672769"
"4346","cg12952341"
"4347","cg22642909"
"4348","cg00617867"
"4349","cg11954680"
"4350","cg11268983"
"4351","cg04454086"
"4352","cg26882009"
"4353","cg23347718"
"4354","cg23017261"
"4355","cg17288142"
"4356","cg16622906"
"4357","cg15361697"
"4358","cg03572772"
"4359","cg24717875"
"4360","cg23262897"
"4361","cg22637837"
"4362","cg17048610"
"4363","cg24996161"
"4364","cg26856475"
"4365","cg02722596"
"4366","cg22648135"
"4367","cg21915313"
"4368","cg07613945"
"4369","cg24954895"
"4370","cg07489502"
"4371","cg01000954"
"4372","cg24942747"
"4373","cg14672084"
"4374","cg12153755"
"4375","cg03896436"
"4376","cg11658038"
"4377","cg05608694"
"4378","cg09254969"
"4379","cg06840973"
"4380","cg14619259"
"4381","cg04500312"
"4382","cg06952416"
"4383","cg26464411"
"4384","cg06968181"
"4385","cg13291607"
"4386","cg14824848"
"4387","cg17512748"
"4388","cg13603859"
"4389","cg25363885"
"4390","cg12602126"
"4391","cg18604568"
"4392","cg26636193"
"4393","cg08592146"
"4394","cg26101089"
"4395","cg07749219"
"4396","cg18364837"
"4397","cg20563759"
"4398","cg02515800"
"4399","cg25440811"
"4400","cg16843423"
"4401","cg02260430"
"4402","cg25652824"
"4403","cg24923860"
"4404","cg19966212"
"4405","cg09848727"
"4406","cg21144714"
"4407","cg04134803"
"4408","cg05582585"
"4409","cg27127099"
"4410","cg03609614"
"4411","cg18237551"
"4412","cg05016408"
"4413","cg08891071"
"4414","cg21474842"
"4415","cg21530174"
"4416","cg07145930"
"4417","cg13917968"
"4418","cg25545074"
"4419","cg00558737"
"4420","cg26962342"
"4421","cg12879339"
"4422","cg13372456"
"4423","cg16087023"
"4424","cg23178714"
"4425","cg15917704"
"4426","cg19482537"
"4427","cg19464247"
"4428","cg13667243"
"4429","cg16313910"
"4430","cg12515908"
"4431","cg27347265"
"4432","cg17032564"
"4433","cg08777316"
"4434","cg27047836"
"4435","cg26362852"
"4436","cg00583654"
"4437","cg11411564"
"4438","cg01138867"
"4439","cg00048832"
"4440","cg26116742"
"4441","cg11204780"
"4442","cg13983686"
"4443","cg00540540"
"4444","cg05253577"
"4445","cg12892107"
"4446","cg13908833"
"4447","cg15637465"
"4448","cg13043177"
"4449","cg11437374"
"4450","cg23338503"
"4451","cg16087093"
"4452","cg26844246"
"4453","cg02478379"
"4454","cg26569144"
"4455","cg12364324"
"4456","cg24698211"
"4457","cg01809675"
"4458","cg10564791"
"4459","cg21508023"
"4460","cg21920221"
"4461","cg11631871"
"4462","cg16397620"
"4463","cg11965881"
"4464","cg02103891"
"4465","cg17777432"
"4466","cg26524306"
"4467","cg07018389"
"4468","cg12333707"
"4469","cg25108022"
"4470","cg26552361"
"4471","cg19580633"
"4472","cg07331747"
"4473","cg06909976"
"4474","cg15929797"
"4475","cg13004182"
"4476","cg06647221"
"4477","cg23967544"
"4478","cg23428905"
"4479","cg19481287"
"4480","cg19773855"
"4481","cg18680788"
"4482","cg17802144"
"4483","cg19820601"
"4484","cg11498079"
"4485","cg10439144"
"4486","cg08847132"
"4487","cg19606776"
"4488","cg25136605"
"4489","cg12646385"
"4490","cg21545862"
"4491","cg11213396"
"4492","cg07295964"
"4493","cg19750232"
"4494","cg27057288"
"4495","cg20732590"
"4496","cg07768103"
"4497","cg11780327"
"4498","cg22801675"
"4499","cg04234318"
"4500","cg08736421"
"4501","cg13367929"
"4502","cg11319760"
"4503","cg01603073"
"4504","cg18401367"
"4505","cg02460251"
"4506","cg23292965"
"4507","cg00513735"
"4508","cg17809377"
"4509","cg03235119"
"4510","cg08970651"
"4511","cg11461836"
"4512","cg23483530"
"4513","cg01959429"
"4514","cg05586701"
"4515","cg24815289"
"4516","cg18015985"
"4517","cg22155724"
"4518","cg26591553"
"4519","cg27139941"
"4520","cg14474582"
"4521","cg13050967"
"4522","cg13304760"
"4523","cg16457196"
"4524","cg09093836"
"4525","cg18049676"
"4526","cg13689918"
"4527","cg21082033"
"4528","cg12592965"
"4529","cg26430984"
"4530","cg03727213"
"4531","cg08930131"
"4532","cg22960186"
"4533","cg11256387"
"4534","cg07764676"
"4535","cg21944022"
"4536","cg17840719"
"4537","cg16142824"
"4538","cg00582971"
"4539","cg07124832"
"4540","cg10947826"
"4541","cg15906761"
"4542","cg09540085"
"4543","cg18487598"
"4544","cg00799121"
"4545","cg22520791"
"4546","cg25628701"
"4547","cg07352245"
"4548","cg03899909"
"4549","cg20060451"
"4550","cg27664881"
"4551","cg01225779"
"4552","cg00061805"
"4553","cg17290488"
"4554","cg22563312"
"4555","cg26722544"
"4556","cg17258537"
"4557","cg25653165"
"4558","cg19978312"
"4559","cg12684744"
"4560","cg13656556"
"4561","cg05904716"
"4562","cg03685259"
"4563","cg27122127"
"4564","cg08500323"
"4565","cg17035698"
"4566","cg12905935"
"4567","cg24877792"
"4568","cg23234602"
"4569","cg02337825"
"4570","cg06965003"
"4571","cg06589161"
"4572","cg21490161"
"4573","cg23370466"
"4574","cg01759413"
"4575","cg25627055"
"4576","cg19483816"
"4577","cg24963443"
"4578","cg00777546"
"4579","cg11307823"
"4580","cg03410961"
"4581","cg17228900"
"4582","cg21277995"
"4583","cg16478536"
"4584","cg11945668"
"4585","cg19714436"
"4586","cg21710066"
"4587","cg20223322"
"4588","cg01308252"
"4589","cg26889659"
"4590","cg01248080"
"4591","cg12287154"
"4592","cg02547269"
"4593","cg26987597"
"4594","cg20897072"
"4595","cg06228491"
"4596","cg26104083"
"4597","cg09323975"
"4598","cg03869498"
"4599","cg20491838"
"4600","cg01912921"
"4601","cg21010202"
"4602","cg04497116"
"4603","cg13394216"
"4604","cg04695233"
"4605","cg27205941"
"4606","cg02666566"
"4607","cg07508341"
"4608","cg13355078"
"4609","cg25559490"
"4610","cg14652638"
"4611","cg22752895"
"4612","cg27010927"
"4613","cg14703032"
"4614","cg03657281"
"4615","cg04450994"
"4616","cg04086786"
"4617","cg27503275"
"4618","cg26450944"
"4619","cg12916580"
"4620","cg09394681"
"4621","cg19484645"
"4622","cg21340170"
"4623","cg12150111"
"4624","cg21894356"
"4625","cg16648632"
"4626","cg27363741"
"4627","cg11564981"
"4628","cg09146892"
"4629","cg19415767"
"4630","cg05468429"
"4631","cg02954307"
"4632","cg19850024"
"4633","cg05371005"
"4634","cg06197760"
"4635","cg00147339"
"4636","cg07606381"
"4637","cg01815076"
"4638","cg11990702"
"4639","cg20906291"
"4640","cg20168806"
"4641","cg20777920"
"4642","cg09606832"
"4643","cg06630455"
"4644","cg21284680"
"4645","cg25472998"
"4646","cg16226962"
"4647","cg10899301"
"4648","cg17697633"
"4649","cg00689580"
"4650","cg13486532"
"4651","cg23719713"
"4652","cg02964172"
"4653","cg23811837"
"4654","cg03150474"
"4655","cg19579217"
"4656","cg05452406"
"4657","cg14000361"
"4658","cg24113409"
"4659","cg13726504"
"4660","cg01275359"
"4661","cg16928323"
"4662","cg10044839"
"4663","cg00048178"
"4664","cg02712746"
"4665","cg15377111"
"4666","cg07333905"
"4667","cg05683630"
"4668","cg10143060"
"4669","cg22880757"
"4670","cg19033271"
"4671","cg19355462"
"4672","cg07510611"
"4673","cg03721705"
"4674","cg23847162"
"4675","cg23819836"
"4676","cg27408887"
"4677","cg03680932"
"4678","cg03704379"
"4679","cg21996137"
"4680","cg23627335"
"4681","cg05312353"
"4682","cg17497965"
"4683","cg23860886"
"4684","cg01400476"
"4685","cg01569224"
"4686","cg06739029"
"4687","cg23687194"
"4688","cg21909643"
"4689","cg10086104"
"4690","cg21493786"
"4691","cg19988367"
"4692","cg11161497"
"4693","cg00895196"
"4694","cg24005196"
"4695","cg08671671"
"4696","cg02685945"
"4697","cg06792358"
"4698","cg00339769"
"4699","cg16906346"
"4700","cg25354744"
"4701","cg12213680"
"4702","cg06657721"
"4703","cg17037491"
"4704","cg25040670"
"4705","cg19271133"
"4706","cg11837274"
"4707","cg20855557"
"4708","cg00903962"
"4709","cg27143868"
"4710","cg06171076"
"4711","cg22036966"
"4712","cg27326642"
"4713","cg23407396"
"4714","cg23601095"
"4715","cg10985452"
"4716","cg07140158"
"4717","cg00609645"
"4718","cg08733522"
"4719","cg00608169"
"4720","cg17357698"
"4721","cg03553910"
"4722","cg19729116"
"4723","cg15790214"
"4724","cg27266792"
"4725","cg03900386"
"4726","cg15659132"
"4727","cg09996902"
"4728","cg15969227"
"4729","cg22058855"
"4730","cg03359964"
"4731","cg16454551"
"4732","cg23117829"
"4733","cg06374079"
"4734","cg06533244"
"4735","cg17392573"
"4736","cg26069919"
"4737","cg27254620"
"4738","cg13974773"
"4739","cg05310764"
"4740","cg20494374"
"4741","cg24892966"
"4742","cg10052072"
"4743","cg08312626"
"4744","cg02285791"
"4745","cg18721673"
"4746","cg13163930"
"4747","cg25106913"
"4748","cg02163885"
"4749","cg26587870"
"4750","cg11623922"
"4751","cg18739800"
"4752","cg04796181"
"4753","cg12408601"
"4754","cg06797525"
"4755","cg03415429"
"4756","cg07364526"
"4757","cg01566283"
"4758","cg24335868"
"4759","cg21761427"
"4760","cg17384889"
"4761","cg05765371"
"4762","cg04314624"
"4763","cg19618820"
"4764","cg04650654"
"4765","cg26389727"
"4766","cg26977936"
"4767","cg04602387"
"4768","cg20450471"
"4769","cg25653641"
"4770","cg27535677"
"4771","cg27658416"
"4772","cg14103680"
"4773","cg01735384"
"4774","cg03442350"
"4775","cg08957069"
"4776","cg12648520"
"4777","cg02072757"
"4778","cg15026241"
"4779","cg07009376"
"4780","cg04031757"
"4781","cg00194109"
"4782","cg12914966"
"4783","cg21432477"
"4784","cg01902271"
"4785","cg20969372"
"4786","cg18958859"
"4787","cg26717763"
"4788","cg13792528"
"4789","cg23082428"
"4790","cg18362978"
"4791","cg02001200"
"4792","cg14247318"
"4793","cg13177375"
"4794","cg19484381"
"4795","cg13646645"
"4796","cg11629443"
"4797","cg01742627"
"4798","cg13293729"
"4799","cg15822765"
"4800","cg04445772"
"4801","cg23506204"
"4802","cg26558366"
"4803","cg05068156"
"4804","cg18342026"
"4805","cg14278853"
"4806","cg27474149"
"4807","cg09519060"
"4808","cg19372359"
"4809","cg12055610"
"4810","cg21644740"
"4811","cg00060933"
"4812","cg26196213"
"4813","cg06301399"
"4814","cg12463578"
"4815","cg08022281"
"4816","cg04186657"
"4817","cg14402472"
"4818","cg03851143"
"4819","cg26069562"
"4820","cg01405582"
"4821","cg15479387"
"4822","cg23248007"
"4823","cg13819127"
"4824","cg01779447"
"4825","cg09029526"
"4826","cg09112760"
"4827","cg14236957"
"4828","cg10666224"
"4829","cg22988655"
"4830","cg17592461"
"4831","cg04227238"
"4832","cg26268701"
"4833","cg07657192"
"4834","cg00175423"
"4835","cg26892761"
"4836","cg16794576"
"4837","cg25026359"
"4838","cg00609363"
"4839","cg10680836"
"4840","cg01382504"
"4841","cg10221930"
"4842","cg19046933"
"4843","cg16582419"
"4844","cg00955769"
"4845","cg23745282"
"4846","cg24016627"
"4847","cg12967914"
"4848","cg14273401"
"4849","cg00799826"
"4850","cg27319151"
"4851","cg10194160"
"4852","cg27342919"
"4853","cg00120932"
"4854","cg17034390"
"4855","cg03251349"
"4856","cg14815183"
"4857","cg23778358"
"4858","cg05664039"
"4859","cg22711111"
"4860","cg27640150"
"4861","cg06892439"
"4862","cg02769478"
"4863","cg19471291"
"4864","cg17150363"
"4865","cg10793756"
"4866","cg01544215"
"4867","cg20067477"
"4868","cg01962105"
"4869","cg24902139"
"4870","cg00026375"
"4871","cg23119604"
"4872","cg12109566"
"4873","cg02254152"
"4874","cg09003527"
"4875","cg16000993"
"4876","cg19376189"
"4877","cg08548095"
"4878","cg07222604"
"4879","cg13903409"
"4880","cg18804722"
"4881","cg14849431"
"4882","cg15118824"
"4883","cg02751503"
"4884","cg09670485"
"4885","cg01225850"
"4886","cg19373954"
"4887","cg12828262"
"4888","cg19276952"
"4889","cg18188377"
"4890","cg00678158"
"4891","cg05936555"
"4892","cg25994439"
"4893","cg24330922"
"4894","cg05093836"
"4895","cg07142893"
"4896","cg07660862"
"4897","cg14534142"
"4898","cg21513254"
"4899","cg08194384"
"4900","cg11392062"
"4901","cg24866538"
"4902","cg20378070"
"4903","cg01449469"
"4904","cg21714212"
"4905","cg15622885"
"4906","cg23897356"
"4907","cg17585590"
"4908","cg06608112"
"4909","cg03130533"
"4910","cg00137491"
"4911","cg24309049"
"4912","cg10573158"
"4913","cg17732597"
"4914","cg02684104"
"4915","cg04775710"
"4916","cg27449131"
"4917","cg23338650"
"4918","cg09127400"
"4919","cg17604312"
"4920","cg24646556"
"4921","cg17879299"
"4922","cg01230924"
"4923","cg09474938"
"4924","cg23903470"
"4925","cg16958594"
"4926","cg24836242"
"4927","cg03513762"
"4928","cg09401705"
"4929","cg09470958"
"4930","cg15625467"
"4931","cg17784811"
"4932","cg14331998"
"4933","cg24859800"
"4934","cg18050521"
"4935","cg24427850"
"4936","cg03078486"
"4937","cg22701603"
"4938","cg09622121"
"4939","cg08896715"
"4940","cg12965927"
"4941","cg18747378"
"4942","cg23366493"
"4943","cg15633609"
"4944","cg12985770"
"4945","cg11895727"
"4946","cg03256310"
"4947","cg25583983"
"4948","cg07572131"
"4949","cg13090671"
"4950","cg14946503"
"4951","cg24477778"
"4952","cg09427493"
"4953","cg00124488"
"4954","cg25984249"
"4955","cg03357730"
"4956","cg13074835"
"4957","cg15649774"
"4958","cg09739890"
"4959","cg24216966"
"4960","cg27531490"
"4961","cg21467614"
"4962","cg09637172"
"4963","cg21029447"
"4964","cg23826582"
"4965","cg14208573"
"4966","cg07387607"
"4967","cg27559893"
"4968","cg18305324"
"4969","cg08125488"
"4970","cg13260377"
"4971","cg18798086"
"4972","cg15653559"
"4973","cg11154666"
"4974","cg03691635"
"4975","cg22954787"
"4976","cg13873889"
"4977","cg14526732"
"4978","cg13302318"
"4979","cg09900585"
"4980","cg17797875"
"4981","cg06670599"
"4982","cg22818423"
"4983","cg19556079"
"4984","cg00028881"
"4985","cg27007008"
"4986","cg00082491"
"4987","cg21112943"
"4988","cg03536785"
"4989","cg08226747"
"4990","cg02733847"
"4991","cg22318514"
"4992","cg18264486"
"4993","cg08624648"
"4994","cg21825888"
"4995","cg26870941"
"4996","cg25945158"
"4997","cg20133890"
"4998","cg16063587"
"4999","cg07014308"
"5000","cg07739478"
"5001","cg13597051"
"5002","cg23760103"
"5003","cg08550588"
"5004","cg04074004"
"5005","cg24208375"
"5006","cg16587838"
"5007","cg12445268"
"5008","cg02563952"
"5009","cg05239791"
"5010","cg14658948"
"5011","cg05239811"
"5012","cg22777520"
"5013","cg15318662"
"5014","cg13887029"
"5015","cg12670305"
"5016","cg18274559"
"5017","cg09366145"
"5018","cg27604402"
"5019","cg18116891"
"5020","cg01937314"
"5021","cg17145983"
"5022","cg22847691"
"5023","cg15174834"
"5024","cg10598353"
"5025","cg21080034"
"5026","cg03446203"
"5027","cg26720073"
"5028","cg03592411"
"5029","cg10849498"
"5030","cg09932747"
"5031","cg15745385"
"5032","cg13021409"
"5033","cg01671476"
"5034","cg14518907"
"5035","cg04029586"
"5036","cg13464142"
"5037","cg21742383"
"5038","cg06540876"
"5039","cg27137576"
"5040","cg22007726"
"5041","cg09346993"
"5042","cg15965006"
"5043","cg04142955"
"5044","cg01067809"
"5045","cg00483886"
"5046","cg08400844"
"5047","cg13709054"
"5048","cg12796428"
"5049","cg27643910"
"5050","cg10014874"
"5051","cg04938317"
"5052","cg11493661"
"5053","cg08661360"
"5054","cg02553302"
"5055","cg21230578"
"5056","cg07654762"
"5057","cg17795265"
"5058","cg07139946"
"5059","cg18630580"
"5060","cg17341118"
"5061","cg08951901"
"5062","cg23814714"
"5063","cg03130418"
"5064","cg07524919"
"5065","cg24882324"
"5066","cg15265085"
"5067","cg18419045"
"5068","cg09114581"
"5069","cg02657865"
"5070","cg11869968"
"5071","cg04962282"
"5072","cg26884886"
"5073","cg25250621"
"5074","cg02287105"
"5075","cg26849331"
"5076","cg11945824"
"5077","cg22897615"
"5078","cg13934406"
"5079","cg10551329"
"5080","cg21987316"
"5081","cg04136781"
"5082","cg17527814"
"5083","cg12827283"
"5084","cg06529658"
"5085","cg01052103"
"5086","cg07482220"
"5087","cg11658047"
"5088","cg14635654"
"5089","cg03422527"
"5090","cg07918390"
"5091","cg01108614"
"5092","cg11731745"
"5093","cg17982494"
"5094","cg05996538"
"5095","cg19717943"
"5096","cg16487292"
"5097","cg09139047"
"5098","cg01745539"
"5099","cg10982913"
"5100","cg04418355"
"5101","cg21139325"
"5102","cg02964065"
"5103","cg15255946"
"5104","cg27160348"
"5105","cg18026055"
"5106","cg15185936"
"5107","cg11752893"
"5108","cg24893844"
"5109","cg06531943"
"5110","cg26700949"
"5111","cg27572016"
"5112","cg17199468"
"5113","cg20194454"
"5114","cg07189222"
"5115","cg21994357"
"5116","cg18729862"
"5117","cg03716838"
"5118","cg16416806"
"5119","cg26246658"
"5120","cg18472945"
"5121","cg11348335"
"5122","cg22696073"
"5123","cg13418419"
"5124","cg08275608"
"5125","cg21081704"
"5126","cg10397527"
"5127","cg05683739"
"5128","cg19990651"
"5129","cg14043298"
"5130","cg26279783"
"5131","cg22161893"
"5132","cg25287591"
"5133","cg17161718"
"5134","cg11384924"
"5135","cg06205432"
"5136","cg25459558"
"5137","cg14162381"
"5138","cg18020679"
"5139","cg04285378"
"5140","cg20136244"
"5141","cg07482870"
"5142","cg07471462"
"5143","cg26106778"
"5144","cg24550302"
"5145","cg06671577"
"5146","cg04960258"
"5147","cg15476279"
"5148","cg24477671"
"5149","cg19417950"
"5150","cg00045190"
"5151","cg14599755"
"5152","cg22967329"
"5153","cg24734581"
"5154","cg15061612"
"5155","cg11275803"
"5156","cg19664267"
"5157","cg15543281"
"5158","cg03108070"
"5159","cg16396284"
"5160","cg18932158"
"5161","cg09202319"
"5162","cg07179617"
"5163","cg12745400"
"5164","cg12975830"
"5165","cg19182289"
"5166","cg01444206"
"5167","cg08312215"
"5168","cg25940949"
"5169","cg12031291"
"5170","cg08798184"
"5171","cg14039343"
"5172","cg26787998"
"5173","cg00701755"
"5174","cg11796996"
"5175","cg06375761"
"5176","cg10711035"
"5177","cg10134527"
"5178","cg13528178"
"5179","cg26919618"
"5180","cg26500914"
"5181","cg16315106"
"5182","cg20223162"
"5183","cg14539675"
"5184","cg03369465"
"5185","cg15802848"
"5186","cg07628233"
"5187","cg16624076"
"5188","cg19916922"
"5189","cg08665801"
"5190","cg23073451"
"5191","cg11628859"
"5192","cg02833140"
"5193","cg20265830"
"5194","cg13962943"
"5195","cg18466911"
"5196","cg22875823"
"5197","cg18833958"
"5198","cg23011817"
"5199","cg25998119"
"5200","cg03945003"
"5201","cg12216054"
"5202","cg24603235"
"5203","cg16204066"
"5204","cg18005901"
"5205","cg21234474"
"5206","cg14729855"
"5207","cg08693231"
"5208","cg16716345"
"5209","cg05602854"
"5210","cg24868167"
"5211","cg12332674"
"5212","cg26063721"
"5213","cg27374423"
"5214","cg12508534"
"5215","cg07156929"
"5216","cg11569946"
"5217","cg25312118"
"5218","cg12453585"
"5219","cg02837122"
"5220","cg15929276"
"5221","cg06937024"
"5222","cg17767484"
"5223","cg05298677"
"5224","cg11021305"
"5225","cg23709674"
"5226","cg13409888"
"5227","cg02887679"
"5228","cg09817248"
"5229","cg03880683"
"5230","cg18489012"
"5231","cg17704177"
"5232","cg26942169"
"5233","cg24569251"
"5234","cg05389236"
"5235","cg03575501"
"5236","cg10800280"
"5237","cg03562264"
"5238","cg09774179"
"5239","cg04860157"
"5240","cg14425796"
"5241","cg15689570"
"5242","cg08393660"
"5243","cg24691069"
"5244","cg02917603"
"5245","cg14926196"
"5246","cg00807871"
"5247","cg27103616"
"5248","cg00369811"
"5249","cg01284595"
"5250","cg27582173"
"5251","cg11599864"
"5252","cg20006205"
"5253","cg24659411"
"5254","cg06892152"
"5255","cg18001180"
"5256","cg01253725"
"5257","cg09284708"
"5258","cg07889420"
"5259","cg23026345"
"5260","cg09447450"
"5261","cg16517196"
"5262","cg00322698"
"5263","cg25663770"
"5264","cg11590053"
"5265","cg00123762"
"5266","cg03605610"
"5267","cg00656735"
"5268","cg26242687"
"5269","cg02446366"
"5270","cg03127034"
"5271","cg17094014"
"5272","cg15823502"
"5273","cg21233897"
"5274","cg04111789"
"5275","cg24684349"
"5276","cg20637405"
"5277","cg16214153"
"5278","cg21740758"
"5279","cg08336315"
"5280","cg26748024"
"5281","cg10260072"
"5282","cg01769908"
"5283","cg08373528"
"5284","cg24520538"
"5285","cg27626617"
"5286","cg21856234"
"5287","cg01453469"
"5288","cg23093754"
"5289","cg16294325"
"5290","cg04457536"
"5291","cg09081596"
"5292","cg12656632"
"5293","cg23661578"
"5294","cg00857557"
"5295","cg25042239"
"5296","cg02004621"
"5297","cg03067660"
"5298","cg22996605"
"5299","cg23514619"
"5300","cg20434586"
"5301","cg18773383"
"5302","cg06664023"
"5303","cg18702108"
"5304","cg25565138"
"5305","cg15384459"
"5306","cg01849007"
"5307","cg26468274"
"5308","cg00418743"
"5309","cg17536595"
"5310","cg19651268"
"5311","cg07148341"
"5312","cg21099624"
"5313","cg03775871"
"5314","cg20940044"
"5315","cg24928043"
"5316","cg10890291"
"5317","cg15899692"
"5318","cg20144576"
"5319","cg00744524"
"5320","cg19940332"
"5321","cg04911280"
"5322","cg19291355"
"5323","cg22674613"
"5324","cg20172957"
"5325","cg07188523"
"5326","cg06759739"
"5327","cg07902192"
"5328","cg18434367"
"5329","cg12449162"
"5330","cg03185843"
"5331","cg14739378"
"5332","cg08626667"
"5333","cg07219955"
"5334","cg14332112"
"5335","cg05690360"
"5336","cg09086201"
"5337","cg07103129"
"5338","cg17343563"
"5339","cg22282405"
"5340","cg02561482"
"5341","cg15498451"
"5342","cg17005595"
"5343","cg03651852"
"5344","cg02976309"
"5345","cg02751631"
"5346","cg26956760"
"5347","cg12050713"
"5348","cg26980034"
"5349","cg07267782"
"5350","cg11488350"
"5351","cg11907729"
"5352","cg22508969"
"5353","cg15140191"
"5354","cg05871997"
"5355","cg04006913"
"5356","cg18606378"
"5357","cg04964676"
"5358","cg15756839"
"5359","cg16587616"
"5360","cg24026570"
"5361","cg12899749"
"5362","cg26862527"
"5363","cg09507643"
"5364","cg23504463"
"5365","cg08968107"
"5366","cg09981184"
"5367","cg01862523"
"5368","cg13124263"
"5369","cg17052816"
"5370","cg19273746"
"5371","cg23473285"
"5372","cg02447304"
"5373","cg14741685"
"5374","cg06797068"
"5375","cg16390139"
"5376","cg02213340"
"5377","cg04504006"
"5378","cg26870584"
"5379","cg20129242"
"5380","cg18019017"
"5381","cg07816200"
"5382","cg08587415"
"5383","cg19643841"
"5384","cg14793086"
"5385","cg17870270"
"5386","cg19608824"
"5387","cg16253997"
"5388","cg22389871"
"5389","cg21969884"
"5390","cg02775846"
"5391","cg16328610"
"5392","cg24363304"
"5393","cg26140352"
"5394","cg18421592"
"5395","cg02092906"
"5396","cg18213472"
"5397","cg16528511"
"5398","cg07028914"
"5399","cg06187770"
"5400","cg10663055"
"5401","cg23157089"
"5402","cg10907727"
"5403","cg26353121"
"5404","cg25567021"
"5405","cg20044168"
"5406","cg20431181"
"5407","cg20622089"
"5408","cg11974956"
"5409","cg06985640"
"5410","cg22264975"
"5411","cg11240327"
"5412","cg18288532"
"5413","cg12764611"
"5414","cg10365984"
"5415","cg15420692"
"5416","cg27558594"
"5417","cg16897634"
"5418","cg16592150"
"5419","cg26367649"
"5420","cg25406166"
"5421","cg05427966"
"5422","cg06740629"
"5423","cg22263131"
"5424","cg23997263"
"5425","cg25114913"
"5426","cg23866596"
"5427","cg14723344"
"5428","cg26083180"
"5429","cg21800309"
"5430","cg08676600"
"5431","cg05412979"
"5432","cg11927672"
"5433","cg08462675"
"5434","cg04516083"
"5435","cg18131626"
"5436","cg12991830"
"5437","cg25924096"
"5438","cg19391276"
"5439","cg18924324"
"5440","cg25051341"
"5441","cg26466587"
"5442","cg10415616"
"5443","cg11538641"
"5444","cg07973435"
"5445","cg04927931"
"5446","cg21063722"
"5447","cg17380661"
"5448","cg14065115"
"5449","cg25351606"
"5450","cg13542042"
"5451","cg15890849"
"5452","cg13080565"
"5453","cg07272711"
"5454","cg09187505"
"5455","cg05873285"
"5456","cg27311710"
"5457","cg20653986"
"5458","cg12435584"
"5459","cg14957497"
"5460","cg17375249"
"5461","cg15406010"
"5462","cg24225517"
"5463","cg02062480"
"5464","cg06559274"
"5465","cg04407470"
"5466","cg13776285"
"5467","cg06150925"
"5468","cg17969853"
"5469","cg11889876"
"5470","cg18028483"
"5471","cg23840219"
"5472","cg05715263"
"5473","cg06478173"
"5474","cg16315928"
"5475","cg20917554"
"5476","cg10259748"
"5477","cg19980771"
"5478","cg24594292"
"5479","cg15077919"
"5480","cg09331632"
"5481","cg18588052"
"5482","cg26379258"
"5483","cg23424988"
"5484","cg17076443"
"5485","cg02115050"
"5486","cg11412876"
"5487","cg17266282"
"5488","cg05512869"
"5489","cg27302007"
"5490","cg11576513"
"5491","cg01813649"
"5492","cg06393300"
"5493","cg11884230"
"5494","cg09199072"
