"","x"
"3517","cg07817097"
"3518","cg04224864"
"3519","cg07187280"
"3520","cg14169790"
"3521","cg05770740"
"3522","cg24864683"
"3523","cg15202378"
"3524","cg26410483"
"3525","cg05719164"
"3526","cg26408861"
"3527","cg04852103"
"3528","cg08844137"
"3529","cg01815035"
"3530","cg19905861"
"3531","cg23056823"
"3532","cg01943447"
"3533","cg14027288"
"3534","cg11086275"
"3535","cg04027549"
"3536","cg25147866"
"3537","cg05301102"
"3538","cg16592623"
"3539","cg12074154"
"3540","cg12903530"
"3541","cg12059112"
"3542","cg02974928"
"3543","cg19866866"
"3544","cg16306900"
"3545","cg13086581"
"3546","cg13180005"
"3547","cg17892328"
"3548","cg27525037"
"3549","cg15389472"
"3550","cg15717853"
"3551","cg24052698"
"3552","cg07822469"
"3553","cg07202210"
"3554","cg15293611"
"3555","cg16243197"
"3556","cg03763387"
"3557","cg00781186"
"3558","cg13112404"
"3559","cg02710296"
"3560","cg01079738"
"3561","cg15528052"
"3562","cg01949993"
"3563","cg05929019"
"3564","cg06211724"
"3565","cg14420230"
"3566","cg10103857"
"3567","cg00767642"
"3568","cg25320221"
"3569","cg10120056"
"3570","cg22340762"
"3571","cg26429856"
"3572","cg24721630"
"3573","cg05777716"
"3574","cg15359501"
"3575","cg05301808"
"3576","cg24250374"
"3577","cg04902921"
"3578","cg22488975"
"3579","cg17429900"
"3580","cg14028892"
"3581","cg16250330"
"3582","cg18449956"
"3583","cg11753311"
"3584","cg21879320"
"3585","cg03332597"
"3586","cg07176514"
"3587","cg00498612"
"3588","cg07149862"
"3589","cg04777683"
"3590","cg10556861"
"3591","cg11066601"
"3592","cg09517503"
"3593","cg13496323"
"3594","cg06361272"
"3595","cg26803837"
"3596","cg13365658"
"3597","cg24356321"
"3598","cg03992926"
"3599","cg19510057"
"3600","cg26564040"
"3601","cg23010538"
"3602","cg08876441"
"3603","cg24365464"
"3604","cg19735739"
"3605","cg07914309"
"3606","cg25463822"
"3607","cg16094925"
"3608","cg00115313"
"3609","cg17830067"
"3610","cg18436810"
"3611","cg11348583"
"3612","cg10627839"
"3613","cg10212558"
"3614","cg16552589"
"3615","cg02236668"
"3616","cg11336294"
"3617","cg05653859"
"3618","cg17112757"
"3619","cg10975057"
"3620","cg13107428"
"3621","cg03517147"
"3622","cg23593528"
"3623","cg17939001"
"3624","cg08917060"
"3625","cg06371502"
"3626","cg21606780"
"3627","cg24085809"
"3628","cg08883223"
"3629","cg26816907"
"3630","cg04868078"
"3631","cg12092932"
"3632","cg23806259"
"3633","cg10513702"
"3634","cg04097639"
"3635","cg03257172"
"3636","cg02773945"
"3637","cg05366139"
"3638","cg07719898"
"3639","cg06644124"
"3640","cg05155472"
"3641","cg20160182"
"3642","cg06316553"
"3643","cg18758335"
"3644","cg07010314"
"3645","cg05923618"
"3646","cg00891176"
"3647","cg07180509"
"3648","cg27557428"
"3649","cg14095720"
"3650","cg12646972"
"3651","cg04904030"
"3652","cg01022117"
"3653","cg00962755"
"3654","cg02698600"
"3655","cg18342253"
"3656","cg04223671"
"3657","cg12468255"
"3658","cg14834267"
"3659","cg16517702"
"3660","cg05695937"
"3661","cg19827875"
"3662","cg07599786"
"3663","cg05930496"
"3664","cg18539461"
"3665","cg20986421"
"3666","cg02049548"
"3667","cg08739233"
"3668","cg03046819"
"3669","cg06545038"
"3670","cg26665055"
"3671","cg23605328"
"3672","cg15650530"
"3673","cg04019636"
"3674","cg03254916"
"3675","cg15096829"
"3676","cg26808417"
"3677","cg25746134"
"3678","cg09854088"
"3679","cg04131431"
"3680","cg24451257"
"3681","cg00046018"
"3682","cg15586779"
"3683","cg02053850"
"3684","cg16899351"
"3685","cg21105875"
"3686","cg13134514"
"3687","cg06092654"
"3688","cg19681188"
"3689","cg15839910"
"3690","cg13787193"
"3691","cg00866662"
"3692","cg26807261"
"3693","cg17933765"
"3694","cg06438337"
"3695","cg05642873"
"3696","cg19092248"
"3697","cg09138445"
"3698","cg16368004"
"3699","cg22876327"
"3700","cg13686104"
"3701","cg13198269"
"3702","cg05348768"
"3703","cg27169858"
"3704","cg10809872"
"3705","cg11656663"
"3706","cg05270381"
"3707","cg17862152"
"3708","cg25729585"
"3709","cg24408776"
"3710","cg19678564"
"3711","cg23257225"
"3712","cg00176672"
"3713","cg12080492"
"3714","cg19081101"
"3715","cg11386686"
"3716","cg17083411"
"3717","cg13556604"
"3718","cg20159777"
"3719","cg12267222"
"3720","cg21818533"
"3721","cg19812400"
"3722","cg09807536"
"3723","cg17721249"
"3724","cg15732851"
"3725","cg17503596"
"3726","cg18649601"
"3727","cg14156140"
"3728","cg24546153"
"3729","cg17943323"
"3730","cg14287951"
"3731","cg13065121"
"3732","cg12731349"
"3733","cg01720945"
"3734","cg16029875"
"3735","cg07959491"
"3736","cg10519709"
"3737","cg01936430"
"3738","cg22449766"
"3739","cg13150040"
"3740","cg10577713"
"3741","cg06812225"
"3742","cg20382344"
"3743","cg08641003"
"3744","cg17838427"
"3745","cg25624478"
"3746","cg04862289"
"3747","cg03854265"
"3748","cg23841819"
"3749","cg18861810"
"3750","cg19917714"
"3751","cg03537215"
"3752","cg06617202"
"3753","cg24103461"
"3754","cg05771997"
"3755","cg12730826"
"3756","cg06756667"
"3757","cg05789608"
"3758","cg14969981"
"3759","cg00977805"
"3760","cg18930928"
"3761","cg08717488"
"3762","cg13420366"
"3763","cg04312919"
"3764","cg17928286"
"3765","cg14203032"
"3766","cg05707458"
"3767","cg05764240"
"3768","cg03349767"
"3769","cg12470011"
"3770","cg13935009"
"3771","cg06419732"
"3772","cg07121199"
"3773","cg03585778"
"3774","cg15824045"
"3775","cg02637320"
"3776","cg12481266"
"3777","cg10121146"
"3778","cg13323097"
"3779","cg02075570"
"3780","cg04873517"
"3781","cg06349179"
"3782","cg25022560"
"3783","cg17178900"
"3784","cg17591741"
"3785","cg26795730"
"3786","cg15057150"
"3787","cg16554516"
"3788","cg24450312"
"3789","cg01860753"
"3790","cg07998070"
"3791","cg21936179"
"3792","cg17012465"
"3793","cg16575248"
"3794","cg09260603"
"3795","cg24657977"
"3796","cg06419268"
"3797","cg12073436"
"3798","cg06528575"
"3799","cg23982678"
"3800","cg25594636"
"3801","cg10505247"
"3802","cg26671183"
"3803","cg08599553"
"3804","cg08929303"
"3805","cg07113947"
"3806","cg22048546"
"3807","cg19825186"
"3808","cg11953775"
"3809","cg04439623"
"3810","cg06531007"
"3811","cg13234569"
"3812","cg09557387"
"3813","cg19257274"
"3814","cg10501210"
"3815","cg16549711"
"3816","cg04292718"
"3817","cg10210594"
"3818","cg19241954"
"3819","cg06756069"
"3820","cg11379081"
"3821","cg00563824"
"3822","cg22529511"
"3823","cg14034757"
"3824","cg14475554"
"3825","cg19709585"
"3826","cg27176828"
"3827","cg13460643"
"3828","cg08158408"
"3829","cg00042144"
"3830","cg05968010"
"3831","cg04932544"
"3832","cg08900371"
"3833","cg24073613"
"3834","cg10717691"
"3835","cg00173141"
"3836","cg16119246"
"3837","cg11159519"
"3838","cg10203375"
"3839","cg00787537"
"3840","cg15923100"
"3841","cg11089029"
"3842","cg22042144"
"3843","cg07391610"
"3844","cg16709874"
"3845","cg06935598"
"3846","cg22868409"
"3847","cg04362907"
"3848","cg18133961"
"3849","cg19267867"
"3850","cg13976045"
"3851","cg22033754"
"3852","cg09897338"
"3853","cg21395147"
"3854","cg13876135"
"3855","cg22109331"
"3856","cg13064658"
"3857","cg13226712"
"3858","cg02772509"
"3859","cg24254517"
"3860","cg09870331"
"3861","cg10144434"
"3862","cg12667257"
"3863","cg05660803"
"3864","cg10533103"
"3865","cg15831613"
"3866","cg13243329"
"3867","cg26223536"
"3868","cg21421701"
"3869","cg07589846"
"3870","cg08138435"
"3871","cg10530644"
"3872","cg18755581"
"3873","cg21205468"
"3874","cg17095098"
"3875","cg22702420"
"3876","cg17104843"
"3877","cg04907523"
"3878","cg27177841"
"3879","cg11823253"
"3880","cg05364211"
"3881","cg14845736"
"3882","cg12441184"
"3883","cg13455634"
"3884","cg26926612"
"3885","cg02892286"
"3886","cg06087349"
"3887","cg10827893"
"3888","cg04406444"
"3889","cg06768385"
"3890","cg24579424"
"3891","cg25349729"
"3892","cg26912890"
"3893","cg08933505"
"3894","cg17024643"
"3895","cg17750334"
"3896","cg25284075"
"3897","cg23625236"
"3898","cg04238348"
"3899","cg24463527"
"3900","cg07158797"
"3901","cg06960784"
"3902","cg00964103"
"3903","cg00903998"
"3904","cg01537645"
"3905","cg09106903"
"3906","cg25851789"
"3907","cg07029873"
"3908","cg23663428"
"3909","cg09160038"
"3910","cg07906078"
"3911","cg16699676"
"3912","cg02298059"
"3913","cg22819672"
"3914","cg16361301"
"3915","cg05062446"
"3916","cg15558129"
"3917","cg03221247"
"3918","cg17721710"
"3919","cg24933645"
"3920","cg22122680"
"3921","cg23274377"
"3922","cg00719685"
"3923","cg24941513"
"3924","cg17038645"
"3925","cg13966159"
"3926","cg10966083"
"3927","cg06194536"
"3928","cg07420190"
"3929","cg24003560"
"3930","cg09786013"
"3931","cg02367736"
"3932","cg04226749"
"3933","cg10386298"
"3934","cg21878149"
"3935","cg02625929"
"3936","cg12405785"
"3937","cg15356516"
"3938","cg12479878"
"3939","cg24469980"
"3940","cg18788664"
"3941","cg15730491"
"3942","cg14415956"
"3943","cg17283139"
"3944","cg15604723"
"3945","cg04222084"
"3946","cg04784560"
"3947","cg13478010"
"3948","cg14985987"
"3949","cg13357903"
"3950","cg01065413"
"3951","cg12467686"
"3952","cg19587105"
"3953","cg03395198"
"3954","cg23734759"
"3955","cg15559578"
"3956","cg07031916"
"3957","cg17160590"
"3958","cg14015211"
"3959","cg09025215"
"3960","cg20303021"
"3961","cg00255925"
"3962","cg26896499"
"3963","cg13963793"
"3964","cg13195218"
"3965","cg18224445"
"3966","cg19598416"
"3967","cg01022171"
"3968","cg00930078"
"3969","cg17239057"
"3970","cg17864958"
"3971","cg09502069"
"3972","cg01553584"
"3973","cg13360526"
"3974","cg23274604"
"3975","cg25622749"
"3976","cg18813989"
"3977","cg17296990"
"3978","cg11227645"
"3979","cg03535361"
"3980","cg05930370"
"3981","cg17492718"
"3982","cg01013754"
"3983","cg07562458"
"3984","cg24040382"
"3985","cg07363543"
"3986","cg16553083"
"3987","cg09558034"
"3988","cg08038504"
"3989","cg25723050"
"3990","cg25379026"
"3991","cg20492807"
"3992","cg18289048"
"3993","cg01017344"
"3994","cg18107727"
"3995","cg13061350"
"3996","cg04222842"
"3997","cg08090133"
"3998","cg20316779"
"3999","cg11967292"
"4000","cg09940756"
"4001","cg03586437"
"4002","cg25345767"
"4003","cg14849071"
"4004","cg08135278"
"4005","cg02458039"
"4006","cg26562638"
"4007","cg10227368"
"4008","cg00777310"
"4009","cg11159091"
"4010","cg21266749"
"4011","cg16724613"
"4012","cg27560444"
"4013","cg04874113"
"4014","cg21535106"
"4015","cg10483871"
"4016","cg19826439"
"4017","cg12446722"
"4018","cg19714913"
"4019","cg23204021"
"4020","cg24405179"
"4021","cg22789900"
"4022","cg20449648"
"4023","cg04312406"
"4024","cg09355247"
"4025","cg24937136"
"4026","cg07113065"
"4027","cg25722198"
"4028","cg15592945"
"4029","cg16705351"
"4030","cg05127440"
"4031","cg24544320"
"4032","cg23038277"
"4033","cg14711690"
"4034","cg11401257"
"4035","cg23950691"
"4036","cg07226980"
"4037","cg09871695"
"4038","cg04117972"
"4039","cg23173402"
"4040","cg12696328"
"4041","cg12550412"
"4042","cg12133451"
"4043","cg20011248"
"4044","cg14789818"
"4045","cg20699586"
"4046","cg14611745"
"4047","cg04082353"
"4048","cg18592195"
"4049","cg00965168"
"4050","cg22384904"
"4051","cg07721822"
"4052","cg13092405"
"4053","cg01520309"
"4054","cg14418175"
"4055","cg17786864"
"4056","cg04926295"
"4057","cg05786840"
"4058","cg10019916"
"4059","cg26841013"
"4060","cg12525736"
"4061","cg06155802"
"4062","cg06347212"
"4063","cg05650458"
"4064","cg22483742"
"4065","cg02901884"
"4066","cg07818431"
"4067","cg15720832"
"4068","cg14845385"
"4069","cg09583839"
"4070","cg07166216"
"4071","cg18125208"
"4072","cg11346541"
"4073","cg03044149"
"4074","cg01606516"
"4075","cg05790015"
"4076","cg15114107"
"4077","cg10950111"
"4078","cg12461930"
"4079","cg03650119"
"4080","cg26368718"
"4081","cg19238422"
"4082","cg19273316"
"4083","cg11528984"
"4084","cg24846680"
"4085","cg09411356"
"4086","cg26940100"
"4087","cg18157027"
"4088","cg26066912"
"4089","cg22850968"
"4090","cg02281446"
"4091","cg06637001"
"4092","cg13372766"
"4093","cg00964355"
"4094","cg16049941"
"4095","cg03981727"
"4096","cg05364747"
"4097","cg08881871"
"4098","cg05706189"
"4099","cg26273958"
"4100","cg00532451"
"4101","cg15618533"
"4102","cg24154024"
"4103","cg16676676"
"4104","cg00566164"
"4105","cg21959334"
"4106","cg06123187"
"4107","cg07572815"
"4108","cg15091419"
"4109","cg11161882"
"4110","cg06639387"
"4111","cg02931001"
"4112","cg01907584"
"4113","cg23540518"
"4114","cg26268636"
"4115","cg26345105"
"4116","cg24070990"
"4117","cg25272655"
"4118","cg03449175"
"4119","cg00948275"
"4120","cg15481636"
"4121","cg25622154"
"4122","cg11801727"
"4123","cg03317280"
"4124","cg22350171"
"4125","cg10167378"
"4126","cg10107958"
"4127","cg26859841"
"4128","cg20971488"
"4129","cg24885126"
"4130","cg02057833"
"4131","cg13239713"
"4132","cg18537476"
"4133","cg16909962"
"4134","cg14559881"
"4135","cg22431433"
"4136","cg17272868"
"4137","cg03940848"
"4138","cg00817100"
"4139","cg13850606"
"4140","cg11589139"
"4141","cg04568492"
"4142","cg05347845"
"4143","cg04030615"
"4144","cg26163852"
"4145","cg11689813"
"4146","cg14988142"
"4147","cg07233502"
"4148","cg05267876"
"4149","cg02280855"
"4150","cg18313106"
"4151","cg25844211"
"4152","cg20014778"
"4153","cg12048310"
"4154","cg02619867"
"4155","cg19647058"
"4156","cg03525122"
"4157","cg01554316"
"4158","cg00526336"
"4159","cg16678545"
"4160","cg11570508"
"4161","cg12068761"
"4162","cg11837377"
"4163","cg18564849"
"4164","cg06837355"
"4165","cg05938705"
"4166","cg19729672"
"4167","cg03324123"
"4168","cg20272604"
"4169","cg07011025"
"4170","cg20136738"
"4171","cg00116658"
"4172","cg03432338"
"4173","cg15104644"
"4174","cg19806849"
"4175","cg27504802"
"4176","cg17137424"
"4177","cg26422975"
"4178","cg26039092"
"4179","cg26003818"
"4180","cg00906976"
"4181","cg10210571"
"4182","cg09008891"
"4183","cg02414710"
"4184","cg19305147"
"4185","cg03813443"
"4186","cg15472210"
"4187","cg05460318"
"4188","cg01555036"
"4189","cg26907438"
"4190","cg08166513"
"4191","cg16715194"
"4192","cg16964809"
"4193","cg25149069"
"4194","cg25191850"
"4195","cg05153748"
"4196","cg05051043"
"4197","cg00662647"
"4198","cg13058819"
"4199","cg25276149"
"4200","cg13116840"
"4201","cg13224999"
"4202","cg27583038"
"4203","cg26917462"
"4204","cg11857665"
"4205","cg06812651"
"4206","cg15484161"
"4207","cg17720745"
"4208","cg23257934"
"4209","cg03130910"
"4210","cg04786142"
"4211","cg13229078"
"4212","cg17802005"
"4213","cg26601431"
"4214","cg00311883"
"4215","cg21210531"
"4216","cg24716879"
"4217","cg16580616"
"4218","cg05822416"
"4219","cg11809582"
"4220","cg07187135"
"4221","cg11732257"
"4222","cg06891548"
"4223","cg07814876"
"4224","cg12073565"
"4225","cg03224364"
"4226","cg26574680"
"4227","cg06714284"
"4228","cg10840412"
"4229","cg17816394"
"4230","cg07835289"
"4231","cg02155287"
"4232","cg05813677"
"4233","cg11228876"
"4234","cg00095594"
"4235","cg07157830"
"4236","cg23621967"
"4237","cg23237976"
"4238","cg07309943"
"4239","cg19595912"
"4240","cg21399712"
"4241","cg09225230"
"4242","cg18322510"
"4243","cg24846594"
"4244","cg09861631"
"4245","cg22526415"
"4246","cg18770350"
"4247","cg06193633"
"4248","cg01942492"
"4249","cg12743556"
"4250","cg07914084"
"4251","cg02328010"
"4252","cg17028105"
"4253","cg04412646"
"4254","cg00371368"
"4255","cg24666702"
"4256","cg10842339"
"4257","cg15108640"
"4258","cg13239420"
"4259","cg15031661"
"4260","cg02577267"
"4261","cg01712692"
"4262","cg02395863"
"4263","cg11679177"
"4264","cg24843474"
"4265","cg07944863"
"4266","cg03613077"
"4267","cg09892426"
"4268","cg15454726"
"4269","cg00566297"
"4270","cg17423498"
"4271","cg17736920"
"4272","cg04158730"
"4273","cg00812833"
"4274","cg20806274"
"4275","cg11822088"
"4276","cg21397993"
"4277","cg11714793"
"4278","cg22514764"
"4279","cg20995689"
"4280","cg06768019"
"4281","cg00081019"
"4282","cg19712965"
"4283","cg27307206"
"4284","cg11523538"
"4285","cg20681578"
"4286","cg13939055"
"4287","cg14783567"
"4288","cg00993651"
"4289","cg26694028"
"4290","cg14075221"
"4291","cg06906952"
"4292","cg05400883"
"4293","cg14160632"
"4294","cg05725080"
"4295","cg22712329"
"4296","cg11237215"
"4297","cg19721680"
"4298","cg12049897"
"4299","cg20678442"
"4300","cg20597013"
"4301","cg02642404"
"4302","cg11227621"
"4303","cg14013220"
"4304","cg05001532"
"4305","cg16678437"
"4306","cg15677368"
"4307","cg27519942"
"4308","cg19252551"
"4309","cg04992425"
"4310","cg22729008"
"4311","cg09058471"
"4312","cg05774054"
"4313","cg15520955"
"4314","cg26434800"
"4315","cg00036263"
"4316","cg04944491"
"4317","cg15831875"
"4318","cg24639535"
"4319","cg04134399"
"4320","cg24040576"
"4321","cg18107019"
"4322","cg10330832"
"4323","cg10985909"
"4324","cg23807924"
"4325","cg19749688"
"4326","cg26309691"
"4327","cg24633745"
"4328","cg03596016"
"4329","cg22560020"
"4330","cg01905420"
"4331","cg14031065"
"4332","cg14780540"
"4333","cg26601289"
"4334","cg24104569"
"4335","cg26369133"
"4336","cg04364251"
"4337","cg11164537"
"4338","cg26396086"
"4339","cg10531737"
"4340","cg23226914"
"4341","cg00253185"
"4342","cg09226051"
"4343","cg05777962"
"4344","cg21399703"
"4345","cg18198730"
"4346","cg21543899"
"4347","cg12754571"
"4348","cg12758973"
"4349","cg02104434"
"4350","cg09107594"
"4351","cg23054189"
"4352","cg09506600"
"4353","cg03748376"
"4354","cg19503249"
"4355","cg05943574"
"4356","cg19367176"
"4357","cg08121453"
"4358","cg26828131"
"4359","cg11140305"
"4360","cg19406975"
"4361","cg24360513"
"4362","cg04123260"
"4363","cg22721468"
"4364","cg20149956"
"4365","cg13132716"
"4366","cg24334803"
"4367","cg23611233"
"4368","cg24517252"
"4369","cg14255256"
"4370","cg18809991"
"4371","cg20804581"
"4372","cg26396721"
"4373","cg03468349"
"4374","cg00108164"
"4375","cg25945732"
"4376","cg19374947"
"4377","cg21155418"
"4378","cg24428372"
"4379","cg23900228"
"4380","cg13467628"
"4381","cg19039481"
"4382","cg09279679"
"4383","cg26385097"
"4384","cg10012393"
"4385","cg14499933"
"4386","cg25476243"
"4387","cg04709676"
"4388","cg18985828"
"4389","cg13699355"
"4390","cg21463554"
"4391","cg12821876"
"4392","cg17163729"
"4393","cg04726702"
"4394","cg06216650"
"4395","cg16711011"
"4396","cg05089527"
"4397","cg04869568"
"4398","cg19997179"
"4399","cg26832552"
"4400","cg14515364"
"4401","cg04094846"
"4402","cg06850787"
"4403","cg20057198"
"4404","cg06721538"
"4405","cg03167844"
"4406","cg10236778"
"4407","cg02491701"
"4408","cg03579107"
"4409","cg08700893"
"4410","cg04682087"
"4411","cg14148690"
"4412","cg15305070"
"4413","cg14256587"
"4414","cg20225749"
"4415","cg09426834"
"4416","cg02096296"
"4417","cg27243490"
"4418","cg27553988"
"4419","cg20594671"
"4420","cg23998726"
"4421","cg09210956"
"4422","cg00040862"
"4423","cg05544715"
"4424","cg13703866"
"4425","cg14935163"
"4426","cg13661012"
"4427","cg21913853"
"4428","cg23371016"
"4429","cg15607445"
"4430","cg08084788"
"4431","cg21181498"
"4432","cg05422049"
"4433","cg09340386"
"4434","cg16151651"
"4435","cg21551340"
"4436","cg10888111"
"4437","cg15796818"
"4438","cg20417128"
"4439","cg21464492"
"4440","cg19300414"
"4441","cg08166568"
"4442","cg25181651"
"4443","cg24129977"
"4444","cg04707822"
"4445","cg07855242"
"4446","cg23725210"
"4447","cg22350835"
"4448","cg17187595"
"4449","cg01743020"
"4450","cg10178270"
"4451","cg02966841"
"4452","cg14958969"
"4453","cg21239227"
"4454","cg26383138"
"4455","cg13831106"
"4456","cg01821656"
"4457","cg19740859"
"4458","cg03326215"
"4459","cg10767420"
"4460","cg21033171"
"4461","cg17304635"
"4462","cg12666921"
"4463","cg21403609"
"4464","cg09334766"
"4465","cg07581226"
"4466","cg06320642"
"4467","cg23243474"
"4468","cg07586391"
"4469","cg16873451"
"4470","cg16434511"
"4471","cg05424388"
"4472","cg13585492"
"4473","cg03179450"
"4474","cg02116590"
"4475","cg23245316"
"4476","cg15775218"
"4477","cg14356272"
"4478","cg05417729"
"4479","cg07020453"
"4480","cg14461974"
"4481","cg10317681"
"4482","cg01102158"
"4483","cg22829114"
"4484","cg10981275"
"4485","cg06259049"
"4486","cg11855769"
"4487","cg13724220"
"4488","cg26058508"
"4489","cg11642891"
"4490","cg08094235"
"4491","cg06529996"
"4492","cg10845886"
"4493","cg03299782"
"4494","cg23069877"
"4495","cg06795827"
"4496","cg20656975"
"4497","cg13155114"
"4498","cg24584002"
"4499","cg15857610"
"4500","cg07173100"
"4501","cg27577431"
"4502","cg14240768"
"4503","cg19906333"
"4504","cg19867917"
"4505","cg09974661"
"4506","cg08235183"
"4507","cg21083023"
"4508","cg21916898"
"4509","cg00296894"
"4510","cg08690159"
"4511","cg11551919"
"4512","cg10645314"
"4513","cg11857704"
"4514","cg15999188"
"4515","cg05612066"
"4516","cg26881591"
"4517","cg00217080"
"4518","cg02831260"
"4519","cg14982575"
"4520","cg17213402"
"4521","cg08526991"
"4522","cg18863333"
"4523","cg15034345"
"4524","cg20927661"
"4525","cg17452499"
"4526","cg25803107"
"4527","cg24227730"
"4528","cg21069019"
"4529","cg15014977"
"4530","cg03292377"
"4531","cg20986935"
"4532","cg12498522"
"4533","cg03065975"
"4534","cg05648183"
"4535","cg16144562"
"4536","cg06078337"
"4537","cg02049949"
"4538","cg21841803"
"4539","cg05605194"
"4540","cg12157281"
"4541","cg04142249"
"4542","cg23079012"
"4543","cg00594040"
"4544","cg01924952"
"4545","cg10456541"
"4546","cg18091469"
"4547","cg13231954"
"4548","cg03538480"
"4549","cg08694618"
"4550","cg10883171"
"4551","cg06659057"
"4552","cg05658887"
"4553","cg13398268"
"4554","cg20273697"
"4555","cg02639181"
"4556","cg07327417"
"4557","cg11056409"
"4558","cg10355989"
"4559","cg07960067"
"4560","cg24201793"
"4561","cg20610452"
"4562","cg24231854"
"4563","cg04575202"
"4564","cg12256362"
"4565","cg03429644"
"4566","cg04329429"
"4567","cg07815287"
"4568","cg11444072"
"4569","cg21821308"
"4570","cg08841544"
"4571","cg08100159"
"4572","cg07179925"
"4573","cg17568255"
"4574","cg23886495"
"4575","cg13803071"
"4576","cg14700679"
"4577","cg23240213"
"4578","cg14559212"
"4579","cg08175271"
"4580","cg07602671"
"4581","cg22549231"
"4582","cg16227131"
"4583","cg20702279"
"4584","cg26276650"
"4585","cg21352837"
"4586","cg13499966"
"4587","cg26095266"
"4588","cg16504939"
"4589","cg16421411"
"4590","cg26533925"
"4591","cg14556728"
"4592","cg07391218"
"4593","cg12346749"
"4594","cg00238897"
"4595","cg10283844"
"4596","cg02698806"
"4597","cg06839854"
"4598","cg08299809"
"4599","cg14465080"
"4600","cg14245471"
"4601","cg02644421"
"4602","cg08688063"
"4603","cg14276772"
"4604","cg22707563"
"4605","cg22157027"
"4606","cg15153684"
"4607","cg13851334"
"4608","cg00029053"
"4609","cg05042697"
"4610","cg14035550"
"4611","cg21076935"
"4612","cg18888710"
"4613","cg01089589"
"4614","cg16208369"
"4615","cg25617230"
"4616","cg17192681"
"4617","cg12244991"
"4618","cg02491905"
"4619","cg08078204"
"4620","cg03038132"
"4621","cg24885082"
"4622","cg05633391"
"4623","cg26378982"
"4624","cg03402693"
"4625","cg13686059"
"4626","cg00049868"
"4627","cg19126492"
"4628","cg22490254"
"4629","cg24545791"
"4630","cg00437432"
"4631","cg14014890"
"4632","cg09217581"
"4633","cg00001594"
"4634","cg18731976"
"4635","cg13808071"
"4636","cg25472172"
"4637","cg01880321"
"4638","cg19306036"
"4639","cg22494081"
"4640","cg17595386"
"4641","cg27247510"
"4642","cg05014291"
"4643","cg01974656"
"4644","cg18102284"
"4645","cg06500134"
"4646","cg13826618"
"4647","cg01771876"
"4648","cg03780430"
"4649","cg10142874"
"4650","cg02700478"
"4651","cg27599869"
"4652","cg23071962"
"4653","cg11706080"
"4654","cg15033181"
"4655","cg04699104"
"4656","cg20720059"
"4657","cg16846645"
"4658","cg23062198"
"4659","cg11007759"
"4660","cg05602862"
"4661","cg22540561"
"4662","cg18047607"
"4663","cg22324028"
"4664","cg12452849"
"4665","cg04131442"
"4666","cg22311507"
"4667","cg01010986"
"4668","cg05996160"
"4669","cg05674602"
"4670","cg04337538"
"4671","cg09302671"
"4672","cg15529621"
"4673","cg02894027"
"4674","cg04804377"
"4675","cg26631984"
"4676","cg05628782"
"4677","cg12071511"
"4678","cg26423677"
"4679","cg24466479"
"4680","cg00936141"
"4681","cg01956147"
"4682","cg03445173"
"4683","cg03427543"
"4684","cg03069383"
"4685","cg18393904"
"4686","cg20702390"
"4687","cg13259707"
"4688","cg16885702"
"4689","cg06496728"
"4690","cg27117509"
"4691","cg01128642"
"4692","cg24879782"
"4693","cg15548588"
"4694","cg01732449"
"4695","cg05785686"
"4696","cg17325716"
"4697","cg13836422"
"4698","cg03801179"
"4699","cg00462460"
"4700","cg18705408"
"4701","cg04515480"
"4702","cg02569853"
"4703","cg07509646"
"4704","cg06233043"
"4705","cg19839035"
"4706","cg04757002"
"4707","cg13758659"
"4708","cg09050541"
"4709","cg03425348"
"4710","cg01227744"
"4711","cg20718643"
"4712","cg10708221"
"4713","cg01420491"
"4714","cg10072692"
"4715","cg14719188"
"4716","cg18338319"
"4717","cg23719318"
"4718","cg09150450"
"4719","cg18946478"
"4720","cg10553204"
"4721","cg20248458"
"4722","cg01203385"
"4723","cg04639062"
"4724","cg16306978"
"4725","cg07363185"
"4726","cg03445151"
"4727","cg04449785"
"4728","cg16149238"
"4729","cg21350621"
"4730","cg05587394"
"4731","cg15748555"
"4732","cg25365034"
"4733","cg17129809"
"4734","cg17245125"
"4735","cg21783371"
"4736","cg16911296"
"4737","cg08192560"
"4738","cg01853276"
"4739","cg07561442"
"4740","cg01144148"
"4741","cg03480346"
"4742","cg21129641"
"4743","cg02687055"
"4744","cg23220551"
"4745","cg05570707"
"4746","cg18527268"
"4747","cg20863409"
"4748","cg14299477"
"4749","cg10174091"
"4750","cg17779336"
"4751","cg01493198"
"4752","cg15544402"
"4753","cg08714407"
"4754","cg20763553"
"4755","cg18740718"
"4756","cg23056047"
"4757","cg26250093"
"4758","cg18587476"
"4759","cg18527919"
"4760","cg02683114"
"4761","cg06627628"
"4762","cg04142144"
"4763","cg14682878"
"4764","cg05113623"
"4765","cg11380327"
"4766","cg00488691"
"4767","cg22195704"
"4768","cg09516627"
"4769","cg03325810"
"4770","cg02878119"
"4771","cg27107076"
"4772","cg08471319"
"4773","cg21011133"
"4774","cg02447122"
"4775","cg22956310"
"4776","cg22480783"
"4777","cg18449003"
"4778","cg09250581"
"4779","cg05060711"
"4780","cg25036234"
"4781","cg21592293"
"4782","cg23223742"
"4783","cg01400712"
"4784","cg20473374"
"4785","cg10045137"
"4786","cg09527270"
"4787","cg23598419"
"4788","cg20387815"
