"","x"
"2324","cg06389934"
"2325","cg11970843"
"2326","cg14706579"
"2327","cg05724079"
"2328","cg16586093"
"2329","cg13483241"
"2330","cg17681313"
"2331","cg02795432"
"2332","cg10083443"
"2333","cg02924534"
"2334","cg22835724"
"2335","cg16652521"
"2336","cg18351177"
"2337","cg17809414"
"2338","cg05025612"
"2339","cg04472373"
"2340","cg25099438"
"2341","cg19638845"
"2342","cg12461580"
"2343","cg13788515"
"2344","cg09779833"
"2345","cg21541833"
"2346","cg14661803"
"2347","cg06728437"
"2348","cg01724041"
"2349","cg02222234"
"2350","cg25732732"
"2351","cg11432013"
"2352","cg10844279"
"2353","cg09348504"
"2354","cg13359749"
"2355","cg00202249"
"2356","cg24987806"
"2357","cg24419856"
"2358","cg04100532"
"2359","cg06459166"
"2360","cg03933982"
"2361","cg08400511"
"2362","cg22597981"
"2363","cg08042975"
"2364","cg22533762"
"2365","cg07610406"
"2366","cg11788289"
"2367","cg17842354"
"2368","cg14238622"
"2369","cg19597559"
"2370","cg21270243"
"2371","cg27075518"
"2372","cg19302206"
"2373","cg01375539"
"2374","cg02794963"
"2375","cg17493098"
"2376","cg02058949"
"2377","cg08917174"
"2378","cg13492070"
"2379","cg00833448"
"2380","cg01380906"
"2381","cg19269530"
"2382","cg02178630"
"2383","cg27290103"
"2384","cg03832522"
"2385","cg14652717"
"2386","cg11036438"
"2387","cg22712983"
"2388","cg15100426"
"2389","cg17168828"
"2390","cg00075589"
"2391","cg07944399"
"2392","cg10147666"
"2393","cg21838310"
"2394","cg00155423"
"2395","cg06476463"
"2396","cg14910495"
"2397","cg10785443"
"2398","cg02746842"
"2399","cg15138883"
"2400","cg24562066"
"2401","cg09035284"
"2402","cg15490781"
"2403","cg08957652"
"2404","cg17593584"
"2405","cg18745465"
"2406","cg22904133"
"2407","cg02745104"
"2408","cg24775454"
"2409","cg07920064"
"2410","cg26544277"
"2411","cg00681662"
"2412","cg04733530"
"2413","cg03927520"
"2414","cg03465285"
"2415","cg23869335"
"2416","cg22400015"
"2417","cg05745948"
"2418","cg00584636"
"2419","cg10496184"
"2420","cg07921384"
"2421","cg02869459"
"2422","cg02620538"
"2423","cg20053381"
"2424","cg07713066"
"2425","cg25953789"
"2426","cg20509869"
"2427","cg05359249"
"2428","cg16480662"
"2429","cg23977011"
"2430","cg06366810"
"2431","cg04883732"
"2432","cg24703390"
"2433","cg04688351"
"2434","cg08431536"
"2435","cg01557550"
"2436","cg02518887"
"2437","cg14688579"
"2438","cg09486778"
"2439","cg24166694"
"2440","cg24419324"
"2441","cg17981058"
"2442","cg23051046"
"2443","cg19575807"
"2444","cg20105786"
"2445","cg17526887"
"2446","cg03695591"
"2447","cg16234907"
"2448","cg05595691"
"2449","cg13131061"
"2450","cg16303846"
"2451","cg15352431"
"2452","cg22553273"
"2453","cg07062938"
"2454","cg19507677"
"2455","cg20647610"
"2456","cg06392126"
"2457","cg17804911"
"2458","cg11163497"
"2459","cg23906085"
"2460","cg08007990"
"2461","cg11702456"
"2462","cg06852824"
"2463","cg15607387"
"2464","cg09361493"
"2465","cg12339238"
"2466","cg15262728"
"2467","cg20307347"
"2468","cg14649507"
"2469","cg08311803"
"2470","cg14659771"
"2471","cg23338755"
"2472","cg06819360"
"2473","cg06745030"
"2474","cg26258108"
"2475","cg02585790"
"2476","cg10281105"
"2477","cg23052826"
"2478","cg01987515"
"2479","cg19713851"
"2480","cg24996179"
"2481","cg00949869"
"2482","cg20729301"
"2483","cg14192401"
"2484","cg07590839"
"2485","cg11974096"
"2486","cg25117123"
"2487","cg08507030"
"2488","cg12500976"
"2489","cg24319892"
"2490","cg12621966"
"2491","cg07623116"
"2492","cg16596103"
"2493","cg09336899"
"2494","cg24718991"
"2495","cg08051105"
"2496","cg07292116"
"2497","cg23229568"
"2498","cg04839219"
"2499","cg13260726"
"2500","cg23993463"
"2501","cg05602566"
"2502","cg06638913"
"2503","cg17358307"
"2504","cg15354666"
"2505","cg21510194"
"2506","cg15459695"
"2507","cg11045331"
"2508","cg15365028"
"2509","cg03451670"
"2510","cg27309098"
"2511","cg17653955"
"2512","cg24211779"
"2513","cg19759366"
"2514","cg24347822"
"2515","cg10096519"
"2516","cg06722870"
"2517","cg01973124"
"2518","cg08084860"
"2519","cg15872575"
"2520","cg17397592"
"2521","cg09462350"
"2522","cg02800216"
"2523","cg15140250"
"2524","cg21858291"
"2525","cg24830524"
"2526","cg27049194"
"2527","cg06554749"
"2528","cg09067559"
"2529","cg15121420"
"2530","cg03892838"
"2531","cg19239304"
"2532","cg06382107"
"2533","cg02931058"
"2534","cg11592619"
"2535","cg10190055"
"2536","cg16205389"
"2537","cg16101252"
"2538","cg01763057"
"2539","cg23497383"
"2540","cg03438090"
"2541","cg00039627"
"2542","cg14266287"
"2543","cg13414444"
"2544","cg26474549"
"2545","cg09839592"
"2546","cg11420192"
"2547","cg19504661"
"2548","cg25230902"
"2549","cg19205847"
"2550","cg01377268"
"2551","cg02301319"
"2552","cg03395088"
"2553","cg26126749"
"2554","cg15369608"
"2555","cg04011897"
"2556","cg10258395"
"2557","cg09669931"
"2558","cg07723598"
"2559","cg25103905"
"2560","cg06223736"
"2561","cg22077197"
"2562","cg25746499"
"2563","cg19324997"
"2564","cg26495711"
"2565","cg14273620"
"2566","cg14615927"
"2567","cg03585122"
"2568","cg22296756"
"2569","cg15929228"
"2570","cg14908170"
"2571","cg06531129"
"2572","cg18476766"
"2573","cg06232512"
"2574","cg04296178"
"2575","cg12501761"
"2576","cg08016528"
"2577","cg23348161"
"2578","cg22641902"
"2579","cg00256789"
"2580","cg26032417"
"2581","cg25721366"
"2582","cg15726768"
"2583","cg26128123"
"2584","cg17974674"
"2585","cg23964682"
"2586","cg10334916"
"2587","cg16361013"
"2588","cg23290121"
"2589","cg08060718"
"2590","cg08481873"
"2591","cg10523645"
"2592","cg03896836"
"2593","cg23302603"
"2594","cg07537917"
"2595","cg14453896"
"2596","cg23962528"
"2597","cg21773665"
"2598","cg14454796"
"2599","cg25727572"
"2600","cg04183237"
"2601","cg11745688"
"2602","cg19239253"
"2603","cg13009927"
"2604","cg21393408"
"2605","cg14481911"
"2606","cg23603789"
"2607","cg02920639"
"2608","cg14973383"
"2609","cg24678040"
"2610","cg27143749"
"2611","cg11910497"
"2612","cg26062046"
"2613","cg24768137"
"2614","cg16720890"
"2615","cg23217153"
"2616","cg03532030"
"2617","cg10116014"
"2618","cg00873371"
"2619","cg10915509"
"2620","cg24056418"
"2621","cg26132947"
"2622","cg02673999"
"2623","cg25946059"
"2624","cg15775200"
"2625","cg23279792"
"2626","cg27264249"
"2627","cg22818988"
"2628","cg15874300"
"2629","cg26797270"
"2630","cg16643090"
"2631","cg03918306"
"2632","cg12121346"
"2633","cg02220837"
"2634","cg18768347"
"2635","cg13297988"
"2636","cg18863595"
"2637","cg00657200"
"2638","cg14455403"
"2639","cg18660329"
"2640","cg02517632"
"2641","cg02155579"
"2642","cg21902095"
"2643","cg20517764"
"2644","cg12019990"
"2645","cg26463106"
"2646","cg03954666"
"2647","cg06182322"
"2648","cg24921785"
"2649","cg02720131"
"2650","cg19103000"
"2651","cg09469667"
"2652","cg04151612"
"2653","cg01314252"
"2654","cg23350106"
"2655","cg10123193"
"2656","cg27380813"
"2657","cg17943757"
"2658","cg13764828"
"2659","cg23247337"
"2660","cg21442998"
"2661","cg26113951"
"2662","cg01127651"
"2663","cg16777620"
"2664","cg22933469"
"2665","cg22993707"
"2666","cg15722389"
"2667","cg10173186"
"2668","cg06573644"
"2669","cg21946299"
"2670","cg15868235"
"2671","cg24847846"
"2672","cg04358685"
"2673","cg18595835"
"2674","cg11297934"
"2675","cg02342415"
"2676","cg06397381"
"2677","cg10748086"
"2678","cg20541238"
"2679","cg18790741"
"2680","cg27368068"
"2681","cg21655280"
"2682","cg12380319"
"2683","cg01896761"
"2684","cg00498816"
"2685","cg22112133"
"2686","cg26067655"
"2687","cg10298173"
"2688","cg16463573"
"2689","cg12732814"
"2690","cg16461102"
"2691","cg12841650"
"2692","cg22991512"
"2693","cg12843240"
"2694","cg11418681"
"2695","cg22119421"
"2696","cg19185217"
"2697","cg02308954"
"2698","cg26094646"
"2699","cg24516542"
"2700","cg17925022"
"2701","cg07131136"
"2702","cg19111042"
"2703","cg05586242"
"2704","cg03318121"
"2705","cg08128359"
"2706","cg21195620"
"2707","cg22623967"
"2708","cg12647771"
"2709","cg24512770"
"2710","cg04701661"
"2711","cg07231102"
"2712","cg01448194"
"2713","cg21395120"
"2714","cg05061132"
"2715","cg02616769"
"2716","cg21818713"
"2717","cg21881756"
"2718","cg19837391"
"2719","cg24829323"
"2720","cg20915907"
"2721","cg25466588"
"2722","cg04928005"
"2723","cg21904937"
"2724","cg26786980"
"2725","cg24446391"
"2726","cg06099784"
"2727","cg16208106"
"2728","cg05506868"
"2729","cg16705744"
"2730","cg24717935"
"2731","cg07613752"
"2732","cg07361858"
"2733","cg24112208"
"2734","cg08212981"
"2735","cg04144673"
"2736","cg09668216"
"2737","cg20927547"
"2738","cg09508834"
"2739","cg11084015"
"2740","cg16586383"
"2741","cg27144791"
"2742","cg05935571"
"2743","cg00620452"
"2744","cg15440363"
"2745","cg21096345"
"2746","cg27109514"
"2747","cg25359666"
"2748","cg19127283"
"2749","cg15630071"
"2750","cg04507915"
"2751","cg24172167"
"2752","cg02064073"
"2753","cg05048199"
"2754","cg18308527"
"2755","cg00316602"
"2756","cg17472072"
"2757","cg05931940"
"2758","cg12260146"
"2759","cg24202123"
"2760","cg24144083"
"2761","cg07696485"
"2762","cg17621259"
"2763","cg00056624"
"2764","cg17044320"
"2765","cg17206034"
"2766","cg15789250"
"2767","cg16758820"
"2768","cg25751266"
"2769","cg16951566"
"2770","cg01394385"
"2771","cg26162331"
"2772","cg17616205"
"2773","cg16822855"
"2774","cg24933926"
"2775","cg24791562"
"2776","cg19473056"
"2777","cg14623735"
"2778","cg06085877"
"2779","cg23003500"
"2780","cg13791938"
"2781","cg17250947"
"2782","cg10283155"
"2783","cg05583921"
"2784","cg19827650"
"2785","cg01106145"
"2786","cg17339956"
"2787","cg05130304"
"2788","cg18645101"
"2789","cg19182075"
"2790","cg21771463"
"2791","cg02306612"
"2792","cg03592283"
"2793","cg24158187"
"2794","cg10316488"
"2795","cg26151597"
"2796","cg03621566"
"2797","cg24652001"
"2798","cg06734342"
"2799","cg18187862"
"2800","cg09251680"
"2801","cg25924911"
"2802","cg18361815"
"2803","cg13457101"
"2804","cg03324578"
"2805","cg04412755"
"2806","cg16468949"
"2807","cg18190798"
"2808","cg26432350"
"2809","cg16877758"
"2810","cg24257776"
"2811","cg06066568"
"2812","cg05971911"
"2813","cg13469180"
"2814","cg16394946"
"2815","cg26825016"
"2816","cg26614436"
"2817","cg21548772"
"2818","cg15665967"
"2819","cg20560906"
"2820","cg22816651"
"2821","cg08797741"
"2822","cg01643110"
"2823","cg21936789"
"2824","cg20272733"
"2825","cg02332206"
"2826","cg25383013"
"2827","cg25144109"
"2828","cg11614513"
"2829","cg10598595"
"2830","cg13418935"
"2831","cg07096110"
"2832","cg01003539"
"2833","cg19219068"
"2834","cg10769017"
"2835","cg14840664"
"2836","cg18855250"
"2837","cg02773588"
"2838","cg11929643"
"2839","cg11704396"
"2840","cg09695647"
"2841","cg18514406"
"2842","cg19472611"
"2843","cg16240060"
"2844","cg09388137"
"2845","cg20284698"
"2846","cg21945992"
"2847","cg07226813"
"2848","cg19401529"
"2849","cg02938205"
"2850","cg11098493"
"2851","cg19498237"
"2852","cg06624156"
"2853","cg24589549"
"2854","cg05551922"
"2855","cg10996014"
"2856","cg02487422"
"2857","cg06825957"
"2858","cg08230332"
"2859","cg13282908"
"2860","cg10596006"
"2861","cg15865150"
"2862","cg13072238"
"2863","cg18647275"
"2864","cg27233566"
"2865","cg01821557"
"2866","cg25767901"
"2867","cg25159927"
"2868","cg09712216"
"2869","cg07889826"
"2870","cg16529883"
"2871","cg25554042"
"2872","cg02748316"
"2873","cg18165186"
"2874","cg02604939"
"2875","cg23552779"
"2876","cg19152024"
"2877","cg21847393"
"2878","cg02801073"
"2879","cg20919844"
"2880","cg26325335"
"2881","cg07638105"
"2882","cg24075738"
"2883","cg02215960"
"2884","cg18639405"
"2885","cg01044394"
"2886","cg07593340"
"2887","cg00664406"
"2888","cg01966966"
"2889","cg26791985"
"2890","cg10690327"
"2891","cg23495016"
"2892","cg08443345"
"2893","cg00774149"
"2894","cg26440752"
"2895","cg04595163"
"2896","cg17069349"
"2897","cg26858096"
"2898","cg11442381"
"2899","cg05882673"
"2900","cg16850945"
"2901","cg21593670"
"2902","cg18099408"
"2903","cg17868320"
"2904","cg02231066"
"2905","cg18337363"
"2906","cg13917433"
"2907","cg22692725"
"2908","cg11100324"
"2909","cg23168971"
"2910","cg02364651"
"2911","cg14086262"
"2912","cg11198734"
"2913","cg13284007"
"2914","cg12668309"
"2915","cg07185068"
"2916","cg25538887"
"2917","cg13036855"
"2918","cg17024526"
"2919","cg06801544"
"2920","cg23970189"
"2921","cg06643567"
"2922","cg20982412"
"2923","cg16049468"
"2924","cg05781968"
"2925","cg08065241"
"2926","cg09429700"
"2927","cg13236093"
"2928","cg12733907"
"2929","cg08993582"
"2930","cg15172734"
"2931","cg07251603"
"2932","cg08803571"
"2933","cg18339722"
"2934","cg14875449"
"2935","cg23223339"
"2936","cg26293920"
"2937","cg23222057"
"2938","cg03386823"
"2939","cg11280661"
"2940","cg02788233"
"2941","cg24036280"
"2942","cg14183384"
"2943","cg07357021"
"2944","cg14935258"
"2945","cg14533390"
"2946","cg17246404"
"2947","cg13700089"
"2948","cg10888299"
"2949","cg21385480"
"2950","cg17247149"
"2951","cg13496790"
"2952","cg15356923"
"2953","cg20743134"
"2954","cg09221314"
"2955","cg10784776"
"2956","cg21948071"
"2957","cg01360618"
"2958","cg08463543"
"2959","cg07884487"
"2960","cg09007434"
"2961","cg24097241"
"2962","cg15556723"
"2963","cg17729428"
"2964","cg08215925"
"2965","cg01295782"
"2966","cg22315533"
"2967","cg09278074"
"2968","cg06379565"
"2969","cg01992890"
"2970","cg01310884"
"2971","cg23502789"
"2972","cg08105471"
"2973","cg05577596"
"2974","cg04320257"
"2975","cg24784794"
"2976","cg11630696"
"2977","cg22480949"
"2978","cg26257265"
"2979","cg04238185"
"2980","cg26301639"
"2981","cg05893674"
"2982","cg15093079"
"2983","cg20103104"
"2984","cg18604215"
"2985","cg05451573"
"2986","cg03188198"
"2987","cg19586904"
"2988","cg27352765"
"2989","cg05642802"
"2990","cg03059470"
"2991","cg01854420"
"2992","cg07704151"
"2993","cg03508643"
"2994","cg18644618"
"2995","cg25750609"
"2996","cg03509671"
"2997","cg04347624"
"2998","cg17550268"
"2999","cg20324512"
"3000","cg06186646"
"3001","cg13872812"
"3002","cg11428189"
"3003","cg01706789"
"3004","cg27238026"
"3005","cg17810802"
"3006","cg21972470"
"3007","cg05888082"
"3008","cg23550947"
"3009","cg25456186"
"3010","cg16957497"
"3011","cg01572334"
"3012","cg24214168"
"3013","cg05957736"
"3014","cg17470227"
"3015","cg08979515"
"3016","cg24631360"
"3017","cg15684481"
"3018","cg14098532"
"3019","cg24157392"
"3020","cg06479057"
"3021","cg06200860"
"3022","cg10529387"
"3023","cg05401364"
"3024","cg10409770"
"3025","cg22030770"
"3026","cg01901898"
"3027","cg17859426"
"3028","cg15175194"
"3029","cg07668285"
"3030","cg11612799"
"3031","cg16560495"
"3032","cg14203525"
"3033","cg18176703"
"3034","cg01495440"
"3035","cg13482172"
"3036","cg12683200"
"3037","cg25457440"
"3038","cg05512111"
"3039","cg03459543"
"3040","cg22135941"
"3041","cg25640619"
"3042","cg11926444"
"3043","cg15121240"
"3044","cg21425723"
"3045","cg11593482"
"3046","cg15109851"
"3047","cg21511969"
"3048","cg07806886"
"3049","cg01951420"
"3050","cg11384718"
"3051","cg25011115"
"3052","cg25729826"
"3053","cg12350196"
"3054","cg04332513"
"3055","cg07275480"
"3056","cg10668555"
"3057","cg24850323"
"3058","cg01948202"
"3059","cg26403284"
"3060","cg22549268"
"3061","cg05651820"
"3062","cg04348041"
"3063","cg02721516"
"3064","cg14567877"
"3065","cg04908625"
"3066","cg19624542"
"3067","cg18731398"
"3068","cg18767287"
"3069","cg11939346"
"3070","cg02207858"
"3071","cg17563338"
"3072","cg12371681"
"3073","cg10087752"
"3074","cg18599322"
"3075","cg27338897"
"3076","cg06226785"
"3077","cg22259698"
"3078","cg13556818"
"3079","cg23158699"
"3080","cg16285380"
"3081","cg20966659"
"3082","cg02711849"
"3083","cg18026197"
"3084","cg13424608"
"3085","cg17295957"
"3086","cg24902075"
"3087","cg25477364"
"3088","cg17644827"
"3089","cg01702624"
"3090","cg13703364"
"3091","cg04735544"
"3092","cg01792686"
"3093","cg06796779"
"3094","cg24938752"
"3095","cg21741689"
"3096","cg04726800"
"3097","cg25664338"
"3098","cg00610447"
"3099","cg03163878"
"3100","cg01346873"
"3101","cg26848478"
"3102","cg26857078"
"3103","cg08416723"
"3104","cg24769670"
"3105","cg16435858"
"3106","cg13529423"
"3107","cg26283480"
"3108","cg21333217"
"3109","cg25333181"
"3110","cg12177944"
"3111","cg22902177"
"3112","cg18058940"
"3113","cg01700413"
"3114","cg14361320"
"3115","cg13485052"
"3116","cg17088155"
"3117","cg19831706"
"3118","cg14506646"
"3119","cg19463478"
"3120","cg04947385"
"3121","cg04187236"
"3122","cg15688370"
"3123","cg05075118"
"3124","cg02745211"
"3125","cg04231050"
"3126","cg20182189"
"3127","cg04814837"
"3128","cg01448562"
"3129","cg13072611"
"3130","cg15778365"
"3131","cg05304177"
"3132","cg10608570"
"3133","cg20979307"
"3134","cg26010175"
"3135","cg18118399"
"3136","cg07752472"
"3137","cg03617693"
"3138","cg12473912"
"3139","cg03290530"
"3140","cg21368820"
"3141","cg11971344"
"3142","cg26853628"
"3143","cg11885357"
"3144","cg00223863"
"3145","cg14216142"
"3146","cg02472414"
"3147","cg10340872"
"3148","cg08671343"
"3149","cg26434101"
"3150","cg25645687"
"3151","cg25670330"
"3152","cg21098437"
"3153","cg14928617"
"3154","cg02925229"
"3155","cg10739095"
"3156","cg10698097"
"3157","cg06053173"
"3158","cg19443257"
"3159","cg05258261"
"3160","cg13029400"
"3161","cg06294561"
"3162","cg14301509"
"3163","cg15904821"
"3164","cg17343671"
"3165","cg14914739"
"3166","cg25640519"
"3167","cg03278965"
"3168","cg24394771"
"3169","cg11664223"
"3170","cg17760063"
"3171","cg22930312"
"3172","cg19893077"
"3173","cg13064457"
"3174","cg27552955"
"3175","cg25445931"
"3176","cg11381843"
"3177","cg27406373"
"3178","cg17627617"
"3179","cg19027710"
"3180","cg14473344"
"3181","cg23069822"
"3182","cg25722274"
"3183","cg17922249"
"3184","cg16414659"
"3185","cg27575495"
"3186","cg12989851"
"3187","cg03900143"
"3188","cg18082337"
"3189","cg24620761"
"3190","cg08070771"
"3191","cg24686610"
"3192","cg02647941"
"3193","cg22498996"
"3194","cg20725035"
"3195","cg22719164"
"3196","cg02611507"
"3197","cg09392355"
"3198","cg09419983"
"3199","cg11577361"
"3200","cg24377330"
"3201","cg07373836"
"3202","cg12461469"
"3203","cg12311052"
"3204","cg10709925"
"3205","cg10752315"
"3206","cg27615432"
"3207","cg27323154"
"3208","cg11564042"
"3209","cg24255728"
"3210","cg26591958"
"3211","cg21588307"
"3212","cg14498972"
"3213","cg12075144"
"3214","cg00696023"
"3215","cg12811797"
"3216","cg17749261"
"3217","cg14969094"
"3218","cg05506987"
"3219","cg09250741"
"3220","cg25506747"
"3221","cg07478108"
"3222","cg25460158"
"3223","cg11783625"
"3224","cg21074827"
"3225","cg07297582"
"3226","cg17903067"
"3227","cg26055776"
"3228","cg12580509"
"3229","cg07693931"
"3230","cg07765813"
"3231","cg11876013"
"3232","cg04479354"
"3233","cg13072057"
"3234","cg11100932"
"3235","cg27159429"
"3236","cg21653581"
"3237","cg22545592"
"3238","cg25122369"
"3239","cg13147822"
"3240","cg03078689"
"3241","cg12034765"
"3242","cg20839041"
"3243","cg27143246"
"3244","cg16203711"
"3245","cg25046429"
"3246","cg20137461"
"3247","cg13634292"
"3248","cg20695805"
"3249","cg24295479"
"3250","cg15578615"
"3251","cg21884231"
"3252","cg01334735"
"3253","cg06819656"
"3254","cg16450309"
"3255","cg11927995"
"3256","cg25779302"
"3257","cg18895189"
"3258","cg07430214"
"3259","cg23500122"
"3260","cg14338526"
"3261","cg14250740"
"3262","cg03356026"
"3263","cg08084454"
"3264","cg20092942"
"3265","cg00658016"
"3266","cg09411798"
"3267","cg10956162"
"3268","cg10263682"
"3269","cg16276063"
"3270","cg16239482"
"3271","cg15057061"
"3272","cg16955889"
"3273","cg23985619"
"3274","cg19441170"
"3275","cg02072885"
"3276","cg09304045"
"3277","cg19797087"
"3278","cg23045046"
"3279","cg01324343"
"3280","cg13792075"
"3281","cg17338133"
"3282","cg14553506"
"3283","cg20455669"
"3284","cg06294803"
"3285","cg27315348"
"3286","cg16625000"
"3287","cg11779310"
"3288","cg07944907"
"3289","cg10747118"
"3290","cg27214730"
"3291","cg22329918"
"3292","cg10550308"
"3293","cg02738081"
"3294","cg20848924"
"3295","cg04523731"
"3296","cg13151498"
"3297","cg18179849"
"3298","cg21360245"
"3299","cg27400923"
"3300","cg15738605"
"3301","cg08177439"
"3302","cg17151621"
"3303","cg14626678"
"3304","cg27559724"
"3305","cg13419791"
"3306","cg16751732"
"3307","cg06785788"
"3308","cg25941274"
"3309","cg15347189"
"3310","cg25935176"
"3311","cg13483916"
"3312","cg06495728"
"3313","cg14893267"
"3314","cg14330078"
"3315","cg23893009"
"3316","cg15048660"
"3317","cg00579673"
"3318","cg02403395"
"3319","cg08659357"
"3320","cg07276534"
"3321","cg24718819"
"3322","cg16829674"
"3323","cg24635385"
"3324","cg06311102"
"3325","cg03862437"
"3326","cg22957201"
"3327","cg10364645"
"3328","cg15251319"
"3329","cg16047223"
"3330","cg09470983"
"3331","cg17380870"
"3332","cg03891268"
"3333","cg25660156"
"3334","cg09821211"
"3335","cg11186626"
"3336","cg15925179"
"3337","cg04798676"
"3338","cg20283971"
"3339","cg20584918"
"3340","cg00828556"
"3341","cg17078980"
"3342","cg07700837"
"3343","cg21429725"
"3344","cg11631334"
"3345","cg05134500"
"3346","cg02569554"
"3347","cg00097940"
"3348","cg08966155"
"3349","cg09392659"
"3350","cg18727948"
"3351","cg10858327"
"3352","cg25053907"
"3353","cg18145393"
"3354","cg01132785"
"3355","cg03609847"
"3356","cg22316269"
"3357","cg10194729"
"3358","cg17966435"
"3359","cg15257681"
"3360","cg11484403"
"3361","cg04048250"
"3362","cg24840182"
"3363","cg16931447"
"3364","cg02296904"
"3365","cg07828340"
"3366","cg22140614"
"3367","cg14524897"
"3368","cg18608025"
"3369","cg23897383"
"3370","cg27441455"
"3371","cg06545139"
"3372","cg06595176"
"3373","cg03543639"
"3374","cg14314458"
"3375","cg22954703"
"3376","cg12221931"
"3377","cg07106881"
"3378","cg11031527"
"3379","cg18169505"
"3380","cg09223687"
"3381","cg10825234"
"3382","cg00268953"
"3383","cg25002788"
"3384","cg05710651"
"3385","cg11985754"
"3386","cg24471922"
"3387","cg00875911"
"3388","cg19296153"
"3389","cg06466757"
"3390","cg01931028"
"3391","cg21593149"
"3392","cg08219099"
"3393","cg10152624"
"3394","cg25004347"
"3395","cg25919687"
"3396","cg10164264"
"3397","cg05994294"
"3398","cg24188526"
"3399","cg15186910"
"3400","cg08954277"
"3401","cg00388262"
"3402","cg03393996"
"3403","cg03799405"
"3404","cg12524748"
"3405","cg22112476"
"3406","cg01305441"
"3407","cg08947915"
"3408","cg01464969"
"3409","cg11205173"
"3410","cg23835677"
"3411","cg01795199"
"3412","cg07679203"
"3413","cg25147842"
"3414","cg05543456"
"3415","cg01930242"
"3416","cg03674224"
"3417","cg10407722"
"3418","cg08393972"
"3419","cg18902677"
"3420","cg01900965"
"3421","cg07265976"
"3422","cg12939527"
"3423","cg12990591"
"3424","cg18179964"
"3425","cg02414626"
"3426","cg03671748"
"3427","cg02722672"
"3428","cg18097726"
"3429","cg12573747"
"3430","cg13149573"
"3431","cg15111629"
"3432","cg16117554"
"3433","cg18866267"
"3434","cg06844452"
"3435","cg07706367"
"3436","cg25218793"
"3437","cg15111822"
"3438","cg23922755"
"3439","cg21035843"
"3440","cg12337559"
"3441","cg20362529"
"3442","cg07749943"
"3443","cg16786640"
"3444","cg25636556"
"3445","cg24904278"
"3446","cg10359931"
"3447","cg12712270"
"3448","cg15165230"
"3449","cg13078847"
"3450","cg01923395"
"3451","cg03469578"
"3452","cg14320626"
"3453","cg00677217"
"3454","cg11187796"
"3455","cg04107140"
"3456","cg03222374"
"3457","cg20588113"
"3458","cg10457852"
"3459","cg17217194"
"3460","cg19338721"
"3461","cg06006633"
"3462","cg12432162"
"3463","cg12181797"
"3464","cg23186787"
"3465","cg17584804"
"3466","cg03712221"
"3467","cg00100680"
"3468","cg25664381"
"3469","cg15494597"
"3470","cg22070991"
"3471","cg05600350"
"3472","cg03189184"
"3473","cg11566977"
"3474","cg05732832"
"3475","cg21802055"
"3476","cg21434530"
"3477","cg01530024"
"3478","cg09057801"
"3479","cg19266889"
"3480","cg19287711"
"3481","cg16253663"
"3482","cg09199014"
"3483","cg01929855"
"3484","cg04865110"
"3485","cg02884346"
"3486","cg25542878"
"3487","cg18377044"
"3488","cg11857013"
"3489","cg19087233"
"3490","cg26064774"
"3491","cg10773016"
"3492","cg07976816"
"3493","cg00807985"
"3494","cg05069807"
"3495","cg08176372"
"3496","cg19223129"
"3497","cg23757056"
"3498","cg12488130"
"3499","cg03119233"
"3500","cg05101498"
"3501","cg13998369"
"3502","cg10271547"
"3503","cg24564096"
"3504","cg07725967"
"3505","cg03466779"
"3506","cg15244305"
"3507","cg16175458"
"3508","cg17270894"
"3509","cg18375902"
"3510","cg22161147"
"3511","cg06651522"
"3512","cg10135894"
"3513","cg02871827"
"3514","cg03204605"
"3515","cg12019520"
"3516","cg22736383"
"3517","cg14529598"
"3518","cg22512256"
"3519","cg19976997"
"3520","cg26022526"
"3521","cg03089878"
"3522","cg17949316"
"3523","cg02189117"
"3524","cg18813390"
"3525","cg11951974"
"3526","cg10652057"
"3527","cg14490819"
"3528","cg26296488"
"3529","cg25036886"
"3530","cg24508547"
"3531","cg24431872"
"3532","cg18622413"
"3533","cg03720416"
"3534","cg01828553"
"3535","cg00937271"
"3536","cg18236211"
"3537","cg26456223"
"3538","cg16220124"
"3539","cg17652741"
"3540","cg26516741"
"3541","cg18078087"
"3542","cg24217936"
"3543","cg11757134"
"3544","cg05551114"
"3545","cg07538039"
"3546","cg09418519"
"3547","cg08218101"
"3548","cg18177979"
"3549","cg09841884"
"3550","cg06211459"
"3551","cg05114984"
"3552","cg17997207"
"3553","cg11026330"
"3554","cg05762700"
"3555","cg22803560"
"3556","cg21891490"
"3557","cg11978435"
"3558","cg12753587"
"3559","cg22434409"
"3560","cg05898174"
"3561","cg20827346"
"3562","cg24512731"
"3563","cg08583231"
"3564","cg14757717"
"3565","cg11372436"
"3566","cg01899437"
"3567","cg17173896"
"3568","cg02044219"
"3569","cg01722343"
"3570","cg27513574"
"3571","cg10409131"
"3572","cg20927425"
"3573","cg10937802"
"3574","cg26455541"
"3575","cg01398529"
"3576","cg17524170"
"3577","cg01791890"
"3578","cg15780484"
"3579","cg00744307"
"3580","cg12226095"
"3581","cg20521198"
"3582","cg06651311"
"3583","cg11002851"
"3584","cg27270003"
"3585","cg11104914"
"3586","cg14848077"
"3587","cg25943096"
"3588","cg05160105"
"3589","cg16968413"
"3590","cg16910047"
"3591","cg17879320"
"3592","cg05100113"
"3593","cg14474793"
"3594","cg10524888"
"3595","cg15790941"
